samID,ItemID,DataID,N_RivID,N_SiteID,Continent,Country,Primer,Year,Month,SR,ID,SeqID,nASVs_B,nASVs_C,nASVs_E,nASVs_G,nSpes_B,nSpes_C,nSpes_E,nSpes_G
I036_S026,I036,D015,NR062,S026,Asia,Thailand,Riaz01,2016,11,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I036_S027,I036,D015,NR062,S027,Asia,Thailand,Riaz01,2016,11,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I036_S028,I036,D015,NR062,S028,Asia,Thailand,Riaz01,2016,11,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I036_S029,I036,D015,NR062,S029,Asia,Thailand,Riaz01,2016,11,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I036_S030,I036,D015,NR062,S030,Asia,Thailand,Riaz01,2016,11,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I036_S031,I036,D015,NR062,S031,Asia,Thailand,Riaz01,2016,11,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I036_S032,I036,D015,NR062,S032,Asia,Thailand,Riaz01,2016,11,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I036_S033,I036,D015,NR062,S033,Asia,Thailand,Riaz01,2016,11,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I036_S034,I036,D015,NR062,S034,Asia,Thailand,Riaz01,2016,11,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I036_S035,I036,D015,NR062,S035,Asia,Thailand,Riaz01,2016,11,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I036_S036,I036,D015,NR062,S036,Asia,Thailand,Riaz01,2016,11,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I036_S037,I036,D015,NR062,S037,Asia,Thailand,Riaz01,2016,11,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I036_S038,I036,D015,NR062,S038,Asia,Thailand,Riaz01,2016,11,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I036_S039,I036,D015,NR062,S039,Asia,Thailand,Riaz01,2016,11,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I037_S001,I037,D015,NR062,S001,Asia,Thailand,MiFish,2016,11,27,D015_RS003,RS003,49,49,52,66,25,25,27,34
I037_S002,I037,D015,NR062,S002,Asia,Thailand,MiFish,2016,11,26,D015_RS003,RS003,47,47,49,56,24,24,26,31
I037_S003,I037,D015,NR062,S003,Asia,Thailand,MiFish,2016,11,14,D015_RS003,RS003,18,18,20,41,12,12,14,17
I037_S004,I037,D015,NR062,S004,Asia,Thailand,MiFish,2016,11,21,D015_RS003,RS003,40,40,41,61,19,19,20,26
I037_S005,I037,D015,NR062,S005,Asia,Thailand,MiFish,2016,11,27,D015_RS003,RS003,37,37,39,55,25,25,27,32
I037_S006,I037,D015,NR062,S006,Asia,Thailand,MiFish,2016,11,28,D015_RS003,RS003,29,29,33,69,22,22,26,34
I037_S007,I037,D015,NR062,S007,Asia,Thailand,MiFish,2016,11,26,D015_RS003,RS003,48,48,50,62,22,22,24,30
I037_S008,I037,D015,NR062,S008,Asia,Thailand,MiFish,2016,11,31,D015_RS003,RS003,36,36,38,54,21,21,23,30
I037_S009,I037,D015,NR062,S009,Asia,Thailand,MiFish,2016,11,15,D015_RS003,RS003,36,36,37,49,17,17,18,26
I037_S010,I037,D015,NR062,S010,Asia,Thailand,MiFish,2016,11,12,D015_RS003,RS003,30,30,31,39,10,10,11,16
I037_S011,I037,D015,NR062,S011,Asia,Thailand,MiFish,2016,11,15,D015_RS003,RS003,37,37,37,45,14,14,14,17
I037_S012,I037,D015,NR062,S012,Asia,Thailand,MiFish,2016,11,18,D015_RS003,RS003,37,37,42,54,16,16,18,24
I037_S013,I037,D015,NR062,S013,Asia,Thailand,MiFish,2016,11,9,D015_RS003,RS003,14,14,19,33,6,6,8,13
I037_S014,I037,D015,NR062,S014,Asia,Thailand,MiFish,2016,11,21,D015_RS003,RS003,35,36,39,47,18,19,22,27
I037_S015,I037,D015,NR062,S015,Asia,Thailand,MiFish,2016,11,11,D015_RS003,RS003,42,42,45,55,23,23,26,33
I037_S016,I037,D015,NR062,S016,Asia,Thailand,MiFish,2016,11,20,D015_RS003,RS003,43,44,44,58,20,21,21,28
I037_S017,I037,D015,NR062,S017,Asia,Thailand,MiFish,2016,11,25,D015_RS003,RS003,40,40,40,56,21,21,21,30
I037_S018,I037,D015,NR062,S018,Asia,Thailand,MiFish,2016,11,22,D015_RS003,RS003,36,36,36,54,17,17,17,29
I037_S019,I037,D015,NR062,S019,Asia,Thailand,MiFish,2016,11,13,D015_RS003,RS003,29,29,30,34,15,15,16,18
I037_S020,I037,D015,NR062,S020,Asia,Thailand,MiFish,2016,11,29,D015_RS003,RS003,48,48,52,71,27,27,31,40
I037_S021,I037,D015,NR062,S021,Asia,Thailand,MiFish,2016,11,22,D015_RS003,RS003,55,55,55,64,29,29,29,34
I037_S022,I037,D015,NR062,S022,Asia,Thailand,MiFish,2016,11,23,D015_RS003,RS003,43,43,44,52,25,25,26,32
I037_S023,I037,D015,NR062,S023,Asia,Thailand,MiFish,2016,11,16,D015_RS003,RS003,48,48,48,61,23,23,23,31
I037_S024,I037,D015,NR062,S024,Asia,Thailand,MiFish,2016,11,20,D015_RS003,RS003,41,41,41,51,24,24,24,30
I037_S025,I037,D015,NR062,S025,Asia,Thailand,MiFish,2016,11,29,D015_RS003,RS003,33,33,37,50,17,17,20,28
I037_S026,I037,D015,NR062,S026,Asia,Thailand,MiFish,2016,11,27,D015_RS003,RS003,47,47,49,59,26,26,28,34
I037_S027,I037,D015,NR062,S027,Asia,Thailand,MiFish,2016,11,14,D015_RS003,RS003,52,52,52,61,22,22,22,27
I037_S028,I037,D015,NR062,S028,Asia,Thailand,MiFish,2016,11,9,D015_RS003,RS003,20,20,20,22,7,7,7,8
I037_S029,I037,D015,NR062,S029,Asia,Thailand,MiFish,2016,11,17,D015_RS003,RS003,24,25,27,38,11,12,14,19
I037_S030,I037,D015,NR062,S030,Asia,Thailand,MiFish,2016,11,18,D015_RS003,RS003,29,29,29,41,16,16,16,20
I037_S031,I037,D015,NR062,S031,Asia,Thailand,MiFish,2016,11,20,D015_RS003,RS003,26,26,28,46,16,16,18,25
I037_S032,I037,D015,NR062,S032,Asia,Thailand,MiFish,2016,11,20,D015_RS003,RS003,38,38,39,57,20,20,21,28
I037_S033,I037,D015,NR062,S033,Asia,Thailand,MiFish,2016,11,32,D015_RS003,RS003,65,65,71,102,31,31,37,52
I037_S034,I037,D015,NR062,S034,Asia,Thailand,MiFish,2016,11,28,D015_RS003,RS003,46,46,49,66,29,29,32,42
I037_S035,I037,D015,NR062,S035,Asia,Thailand,MiFish,2016,11,18,D015_RS003,RS003,36,36,36,73,25,25,25,30
I037_S036,I037,D015,NR062,S036,Asia,Thailand,MiFish,2016,11,30,D015_RS003,RS003,43,43,44,61,32,32,33,41
I037_S037,I037,D015,NR062,S037,Asia,Thailand,MiFish,2016,11,33,D015_RS003,RS003,85,85,90,116,36,36,41,55
I037_S038,I037,D015,NR062,S038,Asia,Thailand,MiFish,2016,11,29,D015_RS003,RS003,67,68,71,87,33,34,37,47
I037_S039,I037,D015,NR062,S039,Asia,Thailand,MiFish,2016,11,17,D015_RS003,RS003,33,33,36,54,19,19,21,29
I038_S001,I038,D016,NR079,S001,North_America,US,MiFish,2018,3,NA,D016_RS004,RS004,0,0,0,0,0,0,0,0
I038_S002,I038,D016,NR079,S002,North_America,US,MiFish,2018,3,NA,D016_RS004,RS004,0,0,0,0,0,0,0,0
I038_S003,I038,D016,NR079,S003,North_America,US,MiFish,2018,3,NA,D016_RS004,RS004,8,8,8,8,2,2,2,2
I038_S004,I038,D016,NR079,S004,North_America,US,MiFish,2018,3,NA,D016_RS004,RS004,154,154,154,154,2,2,2,2
I038_S005,I038,D016,NR079,S005,North_America,US,MiFish,2018,3,NA,D016_RS004,RS004,0,0,0,0,0,0,0,0
I038_S006,I038,D016,NR079,S006,North_America,US,MiFish,2018,3,NA,D016_RS004,RS004,180,180,180,183,6,6,6,8
I038_S007,I038,D016,NR079,S007,North_America,US,MiFish,2018,3,NA,D016_RS004,RS004,148,148,148,151,3,3,3,5
I038_S008,I038,D016,NR079,S008,North_America,US,MiFish,2018,3,NA,D016_RS004,RS004,173,173,173,175,6,6,6,7
I038_S009,I038,D016,NR079,S009,North_America,US,MiFish,2018,3,NA,D016_RS004,RS004,0,0,0,0,0,0,0,0
I038_S010,I038,D016,NR079,S010,North_America,US,MiFish,2018,3,NA,D016_RS004,RS004,0,0,0,0,0,0,0,0
I038_S011,I038,D016,NR079,S011,North_America,US,MiFish,2018,3,NA,D016_RS004,RS004,43,43,43,46,2,2,2,4
I038_S012,I038,D016,NR079,S012,North_America,US,MiFish,2018,3,NA,D016_RS004,RS004,31,118,118,119,7,8,8,9
I038_S013,I038,D016,NR079,S013,North_America,US,MiFish,2018,3,NA,D016_RS004,RS004,6,7,7,7,6,7,7,7
I038_S014,I038,D016,NR079,S014,North_America,US,MiFish,2018,3,NA,D016_RS004,RS004,0,0,0,0,0,0,0,0
I038_S015,I038,D016,NR079,S015,North_America,US,MiFish,2018,3,NA,D016_RS004,RS004,2,3,3,3,2,3,3,3
I040_S001,I040,D018,NR085,S001,South_America,Brasil,MiFish,2019,NA,NA,D018_RS005,RS005,55,55,63,109,24,24,26,39
I040_S002,I040,D018,NR085,S002,South_America,Brasil,MiFish,2019,NA,NA,D018_RS005,RS005,16,16,17,34,13,13,14,22
I040_S003,I040,D018,NR085,S003,South_America,Brasil,MiFish,2019,NA,NA,D018_RS005,RS005,30,30,35,62,17,17,19,30
I040_S004,I040,D018,NR085,S004,South_America,Brasil,MiFish,2019,NA,NA,D018_RS005,RS005,20,20,21,32,12,12,13,20
I040_S005,I040,D018,NR085,S005,South_America,Brasil,MiFish,2019,NA,NA,D018_RS005,RS005,35,35,38,72,16,16,17,27
I041_S001,I041,D018,NR085,S001,South_America,Brasil,MiFish,2020,NA,NA,D018_RS005,RS005,47,47,61,128,22,22,23,36
I041_S004,I041,D018,NR085,S004,South_America,Brasil,MiFish,2020,NA,NA,D018_RS005,RS005,33,33,33,42,4,4,4,12
I043_S001,I043,D020,NR022,S001,North_America,US,Riaz03,2015,8,30,D020_RS027,RS027,15,15,15,19,12,12,12,15
I043_S002,I043,D020,NR022,S002,North_America,US,Riaz03,2015,8,27,D020_RS027,RS027,21,21,22,29,16,16,17,22
I043_S003,I043,D020,NR022,S003,North_America,US,Riaz03,2015,8,26,D020_RS027,RS027,12,12,12,14,12,12,12,13
I043_S004,I043,D020,NR022,S004,North_America,US,Riaz03,2015,8,25,D020_RS027,RS027,11,11,11,14,9,9,9,11
I043_S005,I043,D020,NR022,S005,North_America,US,Riaz03,2015,8,24,D020_RS027,RS027,15,15,15,16,11,11,11,11
I043_S006,I043,D020,NR022,S006,North_America,US,Riaz03,2015,8,20,D020_RS027,RS027,15,15,15,21,13,13,13,18
I043_S007,I043,D020,NR022,S007,North_America,US,Riaz03,2015,8,20,D020_RS027,RS027,12,12,12,14,10,10,10,11
I043_S008,I043,D020,NR022,S008,North_America,US,Riaz03,2015,8,19,D020_RS027,RS027,10,10,10,11,8,8,8,9
I043_S009,I043,D020,NR022,S009,North_America,US,Riaz03,2015,8,29,D020_RS027,RS027,11,11,11,15,9,9,9,12
I043_S010,I043,D020,NR022,S010,North_America,US,Riaz03,2015,8,24,D020_RS027,RS027,12,12,12,14,10,10,10,11
I043_S011,I043,D020,NR022,S011,North_America,US,Riaz03,2015,8,19,D020_RS027,RS027,8,8,9,10,7,7,8,9
I043_S012,I043,D020,NR022,S012,North_America,US,Riaz03,2015,8,23,D020_RS027,RS027,13,13,13,17,10,10,10,13
I043_S013,I043,D020,NR022,S013,North_America,US,Riaz03,2015,8,17,D020_RS027,RS027,8,8,8,10,8,8,8,10
I043_S014,I043,D020,NR022,S014,North_America,US,Riaz03,2015,8,29,D020_RS027,RS027,14,14,14,17,13,13,13,15
I043_S015,I043,D020,NR022,S015,North_America,US,Riaz03,2015,8,33,D020_RS027,RS027,11,11,12,16,11,11,12,14
I043_S016,I043,D020,NR022,S016,North_America,US,Riaz03,2015,8,26,D020_RS027,RS027,10,10,11,13,9,9,10,11
I043_S017,I043,D020,NR022,S017,North_America,US,Riaz03,2015,8,21,D020_RS027,RS027,15,15,16,19,9,9,10,12
I043_S018,I043,D020,NR022,S018,North_America,US,Riaz03,2015,8,30,D020_RS027,RS027,13,13,13,16,10,10,10,12
I043_S019,I043,D020,NR022,S019,North_America,US,Riaz03,2015,8,16,D020_RS027,RS027,14,14,14,20,12,12,12,16
I043_S020,I043,D020,NR022,S020,North_America,US,Riaz03,2015,8,30,D020_RS027,RS027,12,12,12,16,11,11,11,13
I043_S021,I043,D020,NR022,S021,North_America,US,Riaz03,2015,8,22,D020_RS027,RS027,9,9,9,14,6,6,6,8
I043_S022,I043,D020,NR022,S022,North_America,US,Riaz03,2015,8,23,D020_RS027,RS027,10,10,10,15,9,9,9,12
I043_S023,I043,D020,NR022,S023,North_America,US,Riaz03,2015,8,22,D020_RS027,RS027,15,15,15,18,11,11,11,13
I043_S024,I043,D020,NR022,S024,North_America,US,Riaz03,2015,8,10,D020_RS027,RS027,5,5,5,6,4,4,4,5
I043_S025,I043,D020,NR022,S025,North_America,US,Riaz03,2015,8,26,D020_RS027,RS027,13,13,13,15,13,13,13,15
I043_S026,I043,D020,NR022,S026,North_America,US,Riaz03,2015,8,23,D020_RS027,RS027,12,12,12,16,10,10,10,13
I043_S027,I043,D020,NR022,S027,North_America,US,Riaz03,2015,8,30,D020_RS027,RS027,11,11,11,13,11,11,11,13
I043_S028,I043,D020,NR022,S028,North_America,US,Riaz03,2015,8,28,D020_RS027,RS027,13,13,13,15,12,12,12,14
I043_S029,I043,D020,NR022,S029,North_America,US,Riaz03,2015,8,17,D020_RS027,RS027,9,9,9,11,8,8,8,10
I043_S030,I043,D020,NR022,S030,North_America,US,Riaz03,2015,8,24,D020_RS027,RS027,10,10,10,12,10,10,10,11
I043_S031,I043,D020,NR022,S031,North_America,US,Riaz03,2015,8,27,D020_RS027,RS027,11,11,11,13,10,10,10,12
I043_S032,I043,D020,NR022,S032,North_America,US,Riaz03,2015,8,23,D020_RS027,RS027,8,8,8,11,8,8,8,10
I043_S033,I043,D020,NR022,S033,North_America,US,Riaz03,2015,8,23,D020_RS027,RS027,13,13,13,17,11,11,11,13
I043_S034,I043,D020,NR022,S034,North_America,US,Riaz03,2015,8,20,D020_RS027,RS027,8,8,8,13,7,7,7,11
I043_S035,I043,D020,NR022,S035,North_America,US,Riaz03,2015,8,18,D020_RS027,RS027,9,9,9,10,9,9,9,9
I043_S036,I043,D020,NR022,S036,North_America,US,Riaz03,2015,8,17,D020_RS027,RS027,5,5,6,11,5,5,6,10
I043_S037,I043,D020,NR022,S037,North_America,US,Riaz03,2015,8,11,D020_RS027,RS027,5,5,5,7,5,5,5,6
I043_S038,I043,D020,NR022,S038,North_America,US,Riaz03,2015,8,NA,D020_RS027,RS027,6,6,6,8,6,6,6,8
I043_S039,I043,D020,NR022,S039,North_America,US,Riaz03,2015,8,NA,D020_RS027,RS027,7,7,8,10,7,7,8,10
I043_S040,I043,D020,NR022,S040,North_America,US,Riaz03,2015,8,NA,D020_RS027,RS027,5,5,5,6,5,5,5,5
I043_S041,I043,D020,NR022,S041,North_America,US,Riaz03,2015,8,NA,D020_RS027,RS027,6,6,6,8,6,6,6,7
I043_S042,I043,D020,NR022,S042,North_America,US,Riaz03,2015,8,NA,D020_RS027,RS027,4,4,4,5,4,4,4,4
I043_S043,I043,D020,NR022,S043,North_America,US,Riaz03,2015,8,NA,D020_RS027,RS027,6,6,6,7,6,6,6,6
I043_S044,I043,D020,NR022,S044,North_America,US,Riaz03,2015,8,NA,D020_RS027,RS027,5,5,5,6,5,5,5,5
I043_S045,I043,D020,NR022,S045,North_America,US,Riaz03,2015,8,NA,D020_RS027,RS027,4,4,4,5,4,4,4,4
I043_S046,I043,D020,NR022,S046,North_America,US,Riaz03,2015,8,NA,D020_RS027,RS027,6,6,6,7,6,6,6,7
I043_S047,I043,D020,NR022,S047,North_America,US,Riaz03,2015,8,NA,D020_RS027,RS027,11,11,11,14,11,11,11,13
I043_S048,I043,D020,NR022,S048,North_America,US,Riaz03,2015,8,NA,D020_RS027,RS027,5,5,5,8,5,5,5,7
I043_S049,I043,D020,NR022,S049,North_America,US,Riaz03,2015,8,NA,D020_RS027,RS027,1,1,1,2,1,1,1,1
I043_S050,I043,D020,NR022,S050,North_America,US,Riaz03,2015,8,NA,D020_RS027,RS027,5,5,5,7,5,5,5,6
I043_S051,I043,D020,NR022,S051,North_America,US,Riaz03,2015,8,NA,D020_RS027,RS027,7,7,7,9,7,7,7,9
I043_S052,I043,D020,NR022,S052,North_America,US,Riaz03,2015,8,NA,D020_RS027,RS027,0,0,0,0,0,0,0,0
I043_S053,I043,D020,NR022,S053,North_America,US,Riaz03,2015,8,NA,D020_RS027,RS027,10,10,10,11,10,10,10,10
I043_S054,I043,D020,NR022,S054,North_America,US,Riaz03,2015,8,NA,D020_RS027,RS027,7,7,7,10,7,7,7,9
I043_S055,I043,D020,NR022,S055,North_America,US,Riaz03,2015,8,NA,D020_RS027,RS027,9,9,9,10,9,9,9,10
I043_S056,I043,D020,NR022,S056,North_America,US,Riaz03,2015,8,NA,D020_RS027,RS027,5,5,5,7,5,5,5,6
I043_S057,I043,D020,NR022,S057,North_America,US,Riaz03,2015,8,NA,D020_RS027,RS027,1,1,1,2,1,1,1,2
I043_S058,I043,D020,NR022,S058,North_America,US,Riaz03,2015,8,NA,D020_RS027,RS027,1,1,1,2,1,1,1,2
I043_S059,I043,D020,NR022,S059,North_America,US,Riaz03,2015,8,NA,D020_RS027,RS027,2,2,2,4,2,2,2,3
I043_S060,I043,D020,NR022,S060,North_America,US,Riaz03,2015,8,NA,D020_RS027,RS027,4,4,4,6,4,4,4,6
I043_S061,I043,D020,NR022,S061,North_America,US,Riaz03,2015,8,NA,D020_RS027,RS027,4,4,4,6,4,4,4,6
I043_S062,I043,D020,NR022,S062,North_America,US,Riaz03,2015,8,NA,D020_RS027,RS027,4,4,4,7,4,4,4,6
I043_S063,I043,D020,NR022,S063,North_America,US,Riaz03,2015,8,NA,D020_RS027,RS027,3,3,3,3,3,3,3,3
I043_S064,I043,D020,NR022,S064,North_America,US,Riaz03,2015,8,NA,D020_RS027,RS027,6,6,6,7,6,6,6,7
I043_S065,I043,D020,NR022,S065,North_America,US,Riaz03,2015,8,NA,D020_RS027,RS027,4,4,4,6,4,4,4,6
I043_S066,I043,D020,NR022,S066,North_America,US,Riaz03,2015,8,NA,D020_RS027,RS027,4,4,4,7,4,4,4,6
I043_S067,I043,D020,NR022,S067,North_America,US,Riaz03,2015,8,NA,D020_RS027,RS027,5,5,5,8,5,5,5,6
I043_S068,I043,D020,NR022,S068,North_America,US,Riaz03,2015,8,NA,D020_RS027,RS027,3,3,3,3,3,3,3,3
I043_S069,I043,D020,NR022,S069,North_America,US,Riaz03,2015,8,NA,D020_RS027,RS027,6,6,6,8,6,6,6,7
I043_S070,I043,D020,NR022,S070,North_America,US,Riaz03,2015,8,NA,D020_RS027,RS027,7,7,7,9,7,7,7,8
I043_S071,I043,D020,NR022,S071,North_America,US,Riaz03,2015,8,NA,D020_RS027,RS027,5,5,5,7,5,5,5,6
I043_S072,I043,D020,NR022,S072,North_America,US,Riaz03,2015,8,NA,D020_RS027,RS027,4,4,4,5,4,4,4,4
I044_S001,I044,D021,NR023,S001,Europe,Germany,COI313,2019,6,1,D021_RS006,RS006,1,1,1,1,1,1,1,1
I044_S002,I044,D021,NR023,S002,Europe,Germany,COI313,2019,6,2,D021_RS006,RS006,1,1,1,3,1,1,1,3
I044_S003,I044,D021,NR023,S003,Europe,Germany,COI313,2019,6,0,D021_RS006,RS006,1,1,1,4,1,1,1,3
I044_S004,I044,D021,NR023,S004,Europe,Germany,COI313,2019,6,2,D021_RS006,RS006,5,5,5,10,4,4,4,6
I044_S005,I044,D021,NR023,S005,Europe,Germany,COI313,2019,6,3,D021_RS006,RS006,6,6,6,7,5,5,5,5
I044_S006,I044,D021,NR023,S006,Europe,Germany,COI313,2019,6,1,D021_RS006,RS006,4,4,4,5,3,3,3,3
I045_S001,I045,D022,NR096,S001,Europe,Switzerland,Riaz01,2018,10,4,D022_RS031,RS031,9,9,9,13,7,7,7,9
I045_S002,I045,D022,NR096,S002,Europe,Switzerland,Riaz01,2018,10,4,D022_RS031,RS031,3,3,3,4,2,2,2,2
I045_S003,I045,D022,NR096,S003,Europe,Switzerland,Riaz01,2018,10,3,D022_RS031,RS031,4,4,4,5,3,3,3,3
I045_S004,I045,D022,NR096,S004,Europe,Switzerland,Riaz01,2018,10,3,D022_RS031,RS031,4,4,4,6,3,3,3,4
I045_S005,I045,D022,NR096,S005,Europe,Switzerland,Riaz01,2018,10,3,D022_RS031,RS031,5,5,5,8,3,3,3,4
I045_S006,I045,D022,NR096,S006,Europe,Switzerland,Riaz01,2018,10,2,D022_RS031,RS031,3,3,3,7,3,3,3,4
I045_S007,I045,D022,NR096,S007,Europe,Switzerland,Riaz01,2018,10,2,D022_RS031,RS031,3,3,3,4,2,2,2,2
I045_S008,I045,D022,NR096,S008,Europe,Switzerland,Riaz01,2018,10,3,D022_RS031,RS031,6,6,6,9,3,3,3,5
I045_S009,I045,D022,NR096,S009,Europe,Switzerland,Riaz01,2018,10,2,D022_RS031,RS031,5,5,5,8,3,3,3,4
I045_S010,I045,D022,NR096,S010,Europe,Switzerland,Riaz01,2018,10,4,D022_RS031,RS031,3,3,3,4,3,3,3,4
I045_S011,I045,D022,NR096,S011,Europe,Switzerland,Riaz01,2018,10,4,D022_RS031,RS031,6,6,6,6,4,4,4,4
I045_S012,I045,D022,NR096,S012,Europe,Switzerland,Riaz01,2018,10,4,D022_RS031,RS031,4,4,4,5,2,2,2,2
I045_S013,I045,D022,NR096,S013,Europe,Switzerland,Riaz01,2018,10,1,D022_RS031,RS031,3,3,3,3,1,1,1,1
I045_S014,I045,D022,NR096,S014,Europe,Switzerland,Riaz01,2018,10,5,D022_RS031,RS031,9,9,10,12,6,6,7,8
I045_S015,I045,D022,NR096,S015,Europe,Switzerland,Riaz01,2018,10,4,D022_RS031,RS031,3,3,3,4,2,2,2,2
I045_S016,I045,D022,NR096,S016,Europe,Switzerland,Riaz01,2018,10,4,D022_RS031,RS031,5,5,5,7,4,4,4,5
I045_S017,I045,D022,NR096,S017,Europe,Switzerland,Riaz01,2018,10,6,D022_RS031,RS031,6,6,6,9,5,5,5,6
I045_S018,I045,D022,NR096,S018,Europe,Switzerland,Riaz01,2018,10,3,D022_RS031,RS031,3,3,3,6,3,3,3,4
I045_S019,I045,D022,NR096,S019,Europe,Switzerland,Riaz01,2018,10,3,D022_RS031,RS031,2,2,2,2,2,2,2,2
I045_S020,I045,D022,NR096,S020,Europe,Switzerland,Riaz01,2018,10,4,D022_RS031,RS031,3,3,3,5,3,3,3,3
I045_S021,I045,D022,NR096,S021,Europe,Switzerland,Riaz01,2018,10,3,D022_RS031,RS031,3,3,3,4,2,2,2,2
I045_S022,I045,D022,NR096,S022,Europe,Switzerland,Riaz01,2018,10,3,D022_RS031,RS031,3,3,3,4,3,3,3,3
I045_S023,I045,D022,NR096,S023,Europe,Switzerland,Riaz01,2018,10,3,D022_RS031,RS031,2,2,2,3,2,2,2,2
I045_S024,I045,D022,NR096,S024,Europe,Switzerland,Riaz01,2018,10,3,D022_RS031,RS031,3,3,3,3,3,3,3,3
I045_S025,I045,D022,NR096,S025,Europe,Switzerland,Riaz01,2018,10,1,D022_RS031,RS031,3,3,3,4,1,1,1,1
I045_S026,I045,D022,NR096,S026,Europe,Switzerland,Riaz01,2018,10,4,D022_RS031,RS031,3,3,3,5,3,3,3,3
I045_S027,I045,D022,NR096,S027,Europe,Switzerland,Riaz01,2018,10,4,D022_RS031,RS031,4,4,4,5,4,4,4,4
I045_S028,I045,D022,NR096,S028,Europe,Switzerland,Riaz01,2018,10,5,D022_RS031,RS031,3,3,3,6,3,3,3,3
I045_S029,I045,D022,NR096,S029,Europe,Switzerland,Riaz01,2018,10,2,D022_RS031,RS031,3,3,3,4,3,3,3,3
I045_S030,I045,D022,NR096,S030,Europe,Switzerland,Riaz01,2018,10,6,D022_RS031,RS031,9,9,9,12,6,6,6,8
I045_S031,I045,D022,NR096,S031,Europe,Switzerland,Riaz01,2018,10,3,D022_RS031,RS031,7,7,7,9,4,4,4,5
I045_S032,I045,D022,NR096,S032,Europe,Switzerland,Riaz01,2018,10,5,D022_RS031,RS031,7,7,7,11,6,6,6,9
I045_S033,I045,D022,NR096,S033,Europe,Switzerland,Riaz01,2018,10,5,D022_RS031,RS031,10,10,10,16,8,8,8,11
I045_S034,I045,D022,NR096,S034,Europe,Switzerland,Riaz01,2018,10,6,D022_RS031,RS031,10,10,10,13,7,7,7,9
I045_S035,I045,D022,NR096,S035,Europe,Switzerland,Riaz01,2018,10,2,D022_RS031,RS031,3,3,3,5,3,3,3,3
I045_S036,I045,D022,NR096,S036,Europe,Switzerland,Riaz01,2018,10,5,D022_RS031,RS031,8,8,8,10,6,6,6,7
I045_S037,I045,D022,NR096,S037,Europe,Switzerland,Riaz01,2018,10,5,D022_RS031,RS031,7,7,9,9,5,5,7,7
I045_S038,I045,D022,NR096,S038,Europe,Switzerland,Riaz01,2018,10,3,D022_RS031,RS031,5,5,5,5,4,4,4,4
I045_S039,I045,D022,NR096,S039,Europe,Switzerland,Riaz01,2018,10,2,D022_RS031,RS031,4,4,4,6,3,3,3,3
I045_S040,I045,D022,NR096,S040,Europe,Switzerland,Riaz01,2018,10,3,D022_RS031,RS031,5,5,5,8,5,5,5,7
I045_S041,I045,D022,NR096,S041,Europe,Switzerland,Riaz01,2018,10,3,D022_RS031,RS031,4,4,4,7,3,3,3,3
I045_S042,I045,D022,NR096,S042,Europe,Switzerland,Riaz01,2018,10,4,D022_RS031,RS031,5,5,5,5,4,4,4,4
I045_S043,I045,D022,NR096,S043,Europe,Switzerland,Riaz01,2018,10,4,D022_RS031,RS031,3,3,3,5,3,3,3,4
I045_S044,I045,D022,NR096,S044,Europe,Switzerland,Riaz01,2018,10,4,D022_RS031,RS031,2,2,2,6,2,2,2,2
I045_S045,I045,D022,NR096,S045,Europe,Switzerland,Riaz01,2018,10,3,D022_RS031,RS031,2,2,2,3,2,2,2,2
I045_S046,I045,D022,NR096,S046,Europe,Switzerland,Riaz01,2018,10,3,D022_RS031,RS031,4,4,4,8,4,4,4,6
I045_S047,I045,D022,NR096,S047,Europe,Switzerland,Riaz01,2018,10,2,D022_RS031,RS031,3,3,3,9,2,2,2,3
I045_S048,I045,D022,NR096,S048,Europe,Switzerland,Riaz01,2018,10,2,D022_RS031,RS031,4,4,4,5,3,3,3,4
I045_S049,I045,D022,NR096,S049,Europe,Switzerland,Riaz01,2018,10,1,D022_RS031,RS031,2,2,2,2,2,2,2,2
I045_S050,I045,D022,NR096,S050,Europe,Switzerland,Riaz01,2018,10,4,D022_RS031,RS031,4,4,4,5,4,4,4,5
I045_S051,I045,D022,NR096,S051,Europe,Switzerland,Riaz01,2018,10,1,D022_RS031,RS031,1,1,1,3,1,1,1,2
I045_S052,I045,D022,NR096,S052,Europe,Switzerland,Riaz01,2018,10,2,D022_RS031,RS031,2,2,2,2,2,2,2,2
I045_S053,I045,D022,NR096,S053,Europe,Switzerland,Riaz01,2018,10,3,D022_RS031,RS031,3,3,3,3,3,3,3,3
